Latitude,Longitude,Bottom_Depth,Sample_Depth,Phosphate,Silicate,Nitrite,Nitrite_and_Nitrate,Cruise,Location,Type,Date,Time,Comments
-17.48488,-149.83365,14,0.5,0.14,1.08,0.08,0.2,Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,4/23/2014,11:40,sunny; 5 knot wind
-17.47785,-149.84213,2,0.5,0.14,1.35,0.08,0.35,Additional nutrients,LTER 1 Backreef Water Column,falcon tube,5/19/2014,15:50,sunny; 10 knot wind from E
-17.48488,-149.83365,14,0.5,0.14,0.7,0.06,0.23,Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,5/19/2014,16:00,sunny; 10 knot wind from E
-17.47503,-149.83707,17,0.5,0.16,2.39,0.06,0.39,Additional nutrients,LTER 1 Forereef Water Column,falcon tube,5/28/2014,16:30,15 knot wind from E
-17.47785,-149.84213,2,0.5,0.08,1.64,0.04,0.15,Additional nutrients,LTER 1 Backreef Water Column,falcon tube,5/30/2014,16:30,overcast; wind from SE
-17.48488,-149.83365,14,0.5,0.14,1.19,0.06,0.37,Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,5/30/2014,16:35,overcast; wind from SE
-17.47503,-149.83707,17,0.5,0.13,1.61,0.03,0.2,Additional nutrients,LTER 1 Forereef Water Column,falcon tube,6/4/2014,9:35,sunny; wind from S
-17.47785,-149.84213,2,0.5,0.16,1.33,0.05,0.18,Additional nutrients,LTER 1 Backreef Water Column,falcon tube,6/6/2014,12:05,sunny; light wind
-17.48488,-149.83365,14,0.5,0.12,1.46,0.06,0.16,Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,6/6/2014,12:10,sunny; light wind
-17.47503,-149.83707,17,0.5,0.13,0.96,0.02,0.16,Additional nutrients,LTER 1 Forereef Water Column,falcon tube,6/11/2014,10:30,sunny; light wind
-17.47503,-149.83707,17,0.5,0.11,1.62,0.04,0.35,Additional nutrients,LTER 1 Forereef Water Column,falcon tube,6/27/2014,10:30,rain; some swell; strong current
-17.47785,-149.84213,2,0.5,0.12,2.23,0.06,0.33,Additional nutrients,LTER 1 Backreef Water Column,falcon tube,6/29/2014,14:45,sunny; slightly overcast; light wind
-17.48488,-149.83365,14,0.5,0.11,2.44,0.08,0.51,Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,6/29/2014,14:40,sunny; slightly overcast; light wind
-17.47785,-149.84213,2,0.5,0.15,1.73,0.09,0.47,Additional nutrients,LTER 1 Backreef Water Column,falcon tube,7/9/2014,16:30,overcast; light rain and wind
-17.48488,-149.83365,14,0.5,0.13,2.81,0.07,0.45,Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,7/9/2014,16:35,overcast; light rain and wind
-17.47503,-149.83707,17,0.5,0.12,0.74,0.03,0.16,Additional nutrients,LTER 1 Forereef Water Column,falcon tube,7/13/2014,11:20,cloudy and rainy
-17.47503,-149.83707,17,1,0.12,0.17,0.09,0.32,LTER bi-annual,LTER 1 Forereef Water Column,Niskin bottle,8/19/2014,9:41,NA
-17.47785,-149.84213,2,1,0.13,0.18,0.1,0.46,LTER bi-annual,LTER 1 Backreef Water Column,Niskin bottle,8/21/2014,9:44,NA
-17.48488,-149.83365,14,1,0.14,0.66,0.1,0.43,LTER bi-annual,LTER 1 Fringing Reef Water Column,Niskin bottle,8/21/2014,8:53,NA
-17.47503,-149.83707,17,0.5,0.14,2.17,0.04,0.1,Additional nutrients,LTER 1 Forereef Water Column,falcon tube,8/29/2014,10:50,overcast; light wind
-17.47785,-149.84213,2,0.5,0.18,1.6,0.09,0.5,Additional nutrients,LTER 1 Backreef Water Column,falcon tube,8/30/2014,11:40,sunny with clouds; winds from South
-17.48488,-149.83365,14,0.5,0.16,0.84,0.1,0.55,Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,8/30/2014,11:45,sunny with clouds; winds from South
-17.47503,-149.83707,17,0.5,0.14,0.9,0.05,0.15,Additional nutrients,LTER 1 Forereef Water Column,falcon tube,1/12/2015,10:20,rain squall ~2 hours earlier
-17.47503,-149.83707,17,0.5,0.14,0.92,0.04,0.19,Additional nutrients,LTER 1 Forereef Water Column,falcon tube,1/16/2015,14:43,overcast; rainstorms earlier
-17.47785,-149.84213,2,0.5,0.15,0.84,0.06,0.22,Additional nutrients,LTER 1 Backreef Water Column,falcon tube,1/16/2015,16:24,overcast; rainstorms earlier
-17.48488,-149.83365,14,0.5,0.17,1.71,0.1,0.6,Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,1/16/2015,16:35,overcast; rainstorms earlier
-17.47503,-149.83707,17,1,0.12,1.28,0.09,0.19,LTER bi-annual,LTER 1 Forereef Water Column,Niskin bottle,1/27/2015,9:55,NA
-17.47785,-149.84213,2,1,0.15,0.73,0.07,0.18,LTER bi-annual,LTER 1 Backreef Water Column,Niskin bottle,1/29/2015,9:17,NA
-17.48488,-149.83365,14,1,0.17,1.54,0.11,0.32,LTER bi-annual,LTER 1 Fringing Reef Water Column,Niskin bottle,1/29/2015,8:43,NA
-17.47785,-149.84213,2,0.5,0.03,1.69,0.08,0.24,Additional nutrients,LTER 1 Backreef Water Column,falcon tube,2/11/2015,11:00,Overcast; heavy rain night before
-17.48488,-149.83365,14,0.5,0.05,1.31,0.09,0.31,Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,2/11/2015,11:10,Overcast; heavy rain night before
-17.47503,-149.83707,17,0.5,0.04,0.57,0.22,0.25,Additional nutrients,LTER 1 Forereef Water Column,falcon tube,2/24/2015,9:45,10knot wind from East; Sunny
-17.47785,-149.84213,2,0.5,0.05,0.54,0.19,0.27,Additional nutrients,LTER 1 Backreef Water Column,falcon tube,2/24/2015,10:00,10knot wind from East; Sunny
-17.48488,-149.83365,14,0.5,0.03,0.71,0.09,0.24,Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,2/24/2015,10:05,10knot wind from East; Sunny
-17.47503,-149.83707,17,0.5,0.05,1.01,0.03,0.08,Additional nutrients,LTER 1 Forereef Water Column,falcon tube,4/3/2015,12:10,Sunny; low wind and swell
-17.48488,-149.83365,14,0.5,0.07,0.91,0.07,0.27,Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,4/20/2015,14:45,wind 15 knots from east
-17.47503,-149.83707,17,0.5,0.02,0.85,0.06,0.08,Additional nutrients,LTER 1 Forereef Water Column,falcon tube,4/24/2015,16:30,wind 10 knots from east
-17.47785,-149.84213,2,0.5,0.05,0.76,0.06,0.33,Additional nutrients,LTER 1 Backreef Water Column,falcon tube,4/28/2015,17:10,Rain for most of day
-17.48488,-149.83365,14,0.5,0.03,0.84,0.09,0.31,Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,4/28/2015,17:15,Rain for most of day
-17.47503,-149.83707,17,0.5,0.06,0.87,0.03,0.14,Additional nutrients,LTER 1 Forereef Water Column,falcon tube,5/12/2015,9:20,calm; sunny; low wind
-17.47785,-149.84213,2,0.5,0.04,0.85,0.1,0.26,Additional nutrients,LTER 1 Backreef Water Column,falcon tube,5/12/2015,15:30,calm; sunny; low wind
-17.48488,-149.83365,14,0.5,0.06,3.48,0.04,0.34,Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,5/12/2015,15:40,calm; sunny; low wind
-17.47785,-149.84213,2,0.5,0.04,1.91,0.01,0.21,Additional nutrients,LTER 1 Backreef Water Column,falcon tube,5/20/2015,14:40,calm; sunny; low wind
-17.48488,-149.83365,14,0.5,0.05,0.89,0.06,0.32,Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,5/20/2015,14:45,calm; sunny; low wind
-17.47785,-149.84213,2,0.5,0.01,0.8,0.1,0.42,Additional nutrients,LTER 1 Backreef Water Column,falcon tube,5/26/2015,9:50,low swell; wind 15knot from east
-17.48488,-149.83365,14,0.5,0.03,0.82,0.15,0.48,Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,5/26/2015,9:55,low swell; wind 15knot from east
-17.47785,-149.84213,2,0.5,0.01,0.8,0.05,0.4,Additional nutrients,LTER 1 Backreef Water Column,falcon tube,6/5/2015,10:30,calm; sunny; low wind
-17.48488,-149.83365,14,0.5,0.08,0.84,0.05,0.59,Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,6/5/2015,10:40,calm; sunny; low wind
-17.47503,-149.83707,17,0.5,0.06,0.76,0.07,0.2,Additional nutrients,LTER 1 Forereef Water Column,falcon tube,6/29/2015,10:45,sunny; slight swell
-17.47785,-149.84213,2,0.5,0.08,0.86,0.09,0.39,Additional nutrients,LTER 1 Backreef Water Column,falcon tube,6/29/2015,10:50,sunny; slight swell
-17.48488,-149.83365,14,0.5,0.1,2.74,0.05,0.48,Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,6/29/2015,11:00,sunny; slight swell
-17.47503,-149.83707,17,0.5,0.08,3.27,0.06,0.1,Additional nutrients,LTER 1 Forereef Water Column,falcon tube,7/17/2015,11:45,sunny; calm; rained all day previous day.
-17.47785,-149.84213,2,0.5,0.07,4.64,0.07,0.38,Additional nutrients,LTER 1 Backreef Water Column,falcon tube,7/17/2015,2:35,sunny; rained all day previous day. Getting windy
-17.48488,-149.83365,14,0.5,0.12,1.49,0.14,0.73,Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,7/17/2015,2:50,sunny; rained all day previous day. Getting windy
-17.47503,-149.83707,17,0.5,0.07,1.7,0.07,0.14,Additional nutrients,LTER 1 Forereef Water Column,falcon tube,8/7/2015,10:30,partly couldy; small current; flat
-17.47785,-149.84213,2,0.5,0.14,2.52,0.11,0.57,Additional nutrients,LTER 1 Backreef Water Column,falcon tube,8/8/2015,8:30,windy; partly cloudy
-17.48488,-149.83365,14,0.5,0.09,0.72,0.01,0.46,Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,8/8/2015,8:40,windy; partly cloudy
-17.47503,-149.83707,17,1,0.08,0.8,0.04,0.25,LTER bi-annual,LTER 1 Forereef Water Column,Niskin bottle,8/18/2015,9:49,sunny; no wind
-17.47785,-149.84213,2,1,0.13,2.22,0.09,0.65,LTER bi-annual,LTER 1 Backreef Water Column,Niskin bottle,8/20/2015,10:04,sunny; light wind
-17.48488,-149.83365,14,1,0.07,1.98,0.11,0.66,LTER bi-annual,LTER 1 Fringing Reef Water Column,Niskin bottle,8/20/2015,8:14,sunny; light wind
-17.47503,-149.83707,17,1,0.07,0.87,0.03,0.09,LTER bi-annual,LTER 1 Forereef Water Column,Niskin bottle,1/22/2016,9:35,sunny; conditions bad enough to not go offshore; rainy and bad weather for last couple weeks
-17.47785,-149.84213,2,1,0.1,1.26,0.05,0.31,LTER bi-annual,LTER 1 Backreef Water Column,Niskin bottle,1/22/2016,9:50,sunny; conditions bad enough to not go offshore; rainy and bad weather for last couple weeks
-17.48488,-149.83365,14,1,0.08,1.22,0.07,0.27,LTER bi-annual,LTER 1 Fringing Reef Water Column,Niskin bottle,1/22/2016,10:00,sunny; conditions bad enough to not go offshore; rainy and bad weather for last couple weeks
-17.47785,-149.84213,2,1,0.19,1.65,0.07,0.21,Additional nutrients,LTER 1 Backreef Water Column,falcon tube,4/22/2016,14:10,NA
-17.48488,-149.83365,14,1,0.19,2.82,0.11,0.39,Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,4/22/2016,14:15,NA
-17.47503,-149.83707,17,1,0.24,3.5,0.1,0.35,Additional nutrients,LTER 1 Forereef Water Column,falcon tube,4/22/2016,14:25,NA
-17.47503,-149.83707,17,1,0.19,2.14,0.05,0.18,Additional nutrients,LTER 1 Forereef Water Column,falcon tube,5/15/2016,11:35,NA
-17.47785,-149.84213,2,1,0.12,1.28,0.02,0.24,Additional nutrients,LTER 1 Backreef Water Column,falcon tube,5/15/2016,11:45,NA
-17.48488,-149.83365,14,1,0.22,1.38,0.02,0.32,Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,5/15/2016,11:50,NA
-17.47503,-149.83707,17,1,0.19,1.16,0.06,0.15,Additional nutrients,LTER 1 Forereef Water Column,falcon tube,5/29/2016,12:00,NA
-17.47785,-149.84213,2,1,0.22,1.5,0.06,0.39,Additional nutrients,LTER 1 Backreef Water Column,falcon tube,5/29/2016,12:30,NA
-17.48488,-149.83365,14,1,0.24,2.58,0.05,0.74,Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,5/29/2016,12:35,NA
-17.47503,-149.83707,17,1,0.19,1.38,0.06,0.18,Additional nutrients,LTER 1 Forereef Water Column,falcon tube,7/6/2016,8:16,NA
-17.47785,-149.84213,2,1,0.24,1.87,0.08,0.32,Additional nutrients,LTER 1 Backreef Water Column,falcon tube,7/6/2016,10:45,NA
-17.48488,-149.83365,14,1,0.23,2.17,0.01,0.42,Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,7/6/2016,10:50,NA
-17.47503,-149.83707,17,1,0.17,1.21,0.06,0.08,Additional nutrients,LTER 1 Forereef Water Column,falcon tube,7/30/2016,12:45,NA
-17.47785,-149.84213,2,1,0.18,1.03,0.06,0.18,Additional nutrients,LTER 1 Backreef Water Column,falcon tube,7/30/2016,15:12,NA
-17.48488,-149.83365,14,1,0.2,1.06,0,0.29,Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,7/30/2016,15:17,NA
-17.47503,-149.83707,17,1,0.19,2.94,0.06,0.21,Additional nutrients,LTER 1 Forereef Water Column,falcon tube,8/3/2016,10:30,NA
-17.47785,-149.84213,2,1,0.16,1.02,0.01,0.28,Additional nutrients,LTER 1 Backreef Water Column,falcon tube,8/3/2016,11:30,NA
-17.48488,-149.83365,14,1,0.16,1.14,0.03,0.04,Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,8/3/2016,11:35,NA
-17.47503,-149.83707,17,5,0.09,1.26,0.06,0.29,LTER bi-annual,LTER 1 Forereef Water Column,Niskin bottle,8/24/2016,10:05,slightly overcast; not best overshore conditions but doable
-17.47785,-149.84213,2,1,0.15,0.97,0.05,0.17,LTER bi-annual,LTER 1 Backreef Water Column,Niskin bottle,8/24/2016,11:41,slightly overcast; not best overshore conditions but doable
-17.48488,-149.83365,14,5,0.2,0.96,0.09,0.39,LTER bi-annual,LTER 1 Fringing Reef Water Column,Niskin bottle,8/24/2016,10:30,slightly overcast; not best overshore conditions but doable
-17.47503,-149.83707,17,5,0.15,1.2,0.08,0.13,LTER bi-annual,LTER 1 Forereef Water Column,Niskin bottle,1/16/2017,9:53,rough offshore conditions; huge multiple day rain storm before hand
-17.47785,-149.84213,2,1,0.17,1.1,0.09,0.13,LTER bi-annual,LTER 1 Backreef Water Column,Niskin bottle,1/16/2017,11:50,rough offshore conditions; huge multiple day rain storm before hand
-17.48488,-149.83365,14,5,0.12,1.68,0.11,0.28,LTER bi-annual,LTER 1 Fringing Reef Water Column,Niskin bottle,1/16/2017,10:18,rough offshore conditions; huge multiple day rain storm before hand
-17.47503,-149.83707,17,5,0.06,3.08,0.24,0.53,LTER bi-annual,LTER 1 Forereef Water Column,Niskin bottle,8/24/2017,9:20,beautiful day; but windy; swell whitecaps for 2 weeks prior
-17.47785,-149.84213,2,1,0.06,1.35,0.06,0.22,LTER bi-annual,LTER 1 Backreef Water Column,Niskin bottle,8/24/2017,11:24,beautiful day; but windy; swell whitecaps for 2 weeks prior
-17.48488,-149.83365,14,5,0.07,0.61,0.01,0,LTER bi-annual,LTER 1 Fringing Reef Water Column,Niskin bottle,8/24/2017,9:48,beautiful day; but windy; swell whitecaps for 2 weeks prior
-17.47503,-149.83707,17,5,0.12,1.29,0.07,0.02,LTER bi-annual,LTER 1 Forereef Water Column,Niskin bottle,1/9/2017,8:49,Calm and Sunny
-17.47785,-149.84213,2,1,0.09,0.8,0,0.01,LTER bi-annual,LTER 1 Backreef Water Column,Niskin bottle,1/9/2017,10:49,Calm and Sunny
-17.48488,-149.83365,14,5,0.18,1.11,0.05,0,LTER bi-annual,LTER 1 Fringing Reef Water Column,Niskin bottle,1/9/2017,9:14,Calm and Sunny
-17.47503,-149.83707,17,5,0.12,0.61,0.01,0.07,LTER bi-annual,LTER 1 Forereef Water Column,Niskin bottle,8/24/2017,9:20,beautiful day; but windy; swell whitecaps for 2 weeks prior
-17.47785,-149.84213,2,1,0.12,0.33,0,0.13,LTER bi-annual,LTER 1 Backreef Water Column,Niskin bottle,8/24/2017,11:24,beautiful day; but windy; swell whitecaps for 2 weeks prior
-17.48488,-149.83365,14,5,0.12,0.68,0,0.28,LTER bi-annual,LTER 1 Fringing Reef Water Column,Niskin bottle,8/24/2017,9:48,beautiful day; but windy; swell whitecaps for 2 weeks prior
-17.47503,-149.83707,17,5,0.09,2.75,0.01,0.01,LTER bi-annual,LTER 1 Forereef Water Column,Niskin bottle,1/9/2018,8:49,Calm and Sunny
-17.47785,-149.84213,2,1,0.12,1.89,0.02,0.07,LTER bi-annual,LTER 1 Backreef Water Column,Niskin bottle,1/9/2018,10:49,Calm and Sunny
-17.48488,-149.83365,14,5,0.17,2.21,0.02,0.14,LTER bi-annual,LTER 1 Fringing Reef Water Column,Niskin bottle,1/9/2018,9:14,Calm and Sunny
-17.47503,-149.83707,17,5,0.06,0.86,0.02,0.04,LTER bi-annual,LTER 1 Forereef Water Column,Niskin bottle,8/14/2018,8:49,NA
-17.47785,-149.84213,2,1,0.09,0.82,0.04,0.18,LTER bi-annual,LTER 1 Backreef Water Column,Niskin bottle,8/14/2018,10:49,NA
-17.48488,-149.83365,14,5,0.1,0.89,0.06,0.22,LTER bi-annual,LTER 1 Fringing Reef Water Column,Niskin bottle,8/14/2018,9:14,NA
